to do item,<newline>*** TODO <capitalize>
time c9 hour 2.5,<newline>*** TODO [#C29] (2.5) <capitalize>
time c9 hour 2.75,<newline>*** TODO [#C29] (2.75) <capitalize>
time c9 hour 3,<newline>*** TODO [#C29] (3) <capitalize>
time c9 hour 3.25,<newline>*** TODO [#C29] (3.25) <capitalize>
time c9 hour 3.5,<newline>*** TODO [#C29] (3.5) <capitalize>
time c9 hour 3.75,<newline>*** TODO [#C29] (3.75) <capitalize>
time c9 hour 4,<newline>*** TODO [#C29] (4) <capitalize>
time c9 hour 4.25,<newline>*** TODO [#C29] (4.25) <capitalize>
time c9 hour 4.5,<newline>*** TODO [#C29] (4.5) <capitalize>
time c9 hour 4.75,<newline>*** TODO [#C29] (4.75) <capitalize>
time c9 hour 5,<newline>*** TODO [#C29] (5) <capitalize
time c10 hour 0.25,<newline>*** TODO [#C30] (0.25) <capitalize>
time c10 hour 0.5,<newline>*** TODO [#C30] (0.5) <capitalize>
time c10 hour 0.75,<newline>*** TODO [#C30] (0.75) <capitalize>
time c10 hour 1,<newline>*** TODO [#C30] (1) <capitalize>
time c10 hour 1.25,<newline>*** TODO [#C30] (1.25) <capitalize>
time c10 hour 1.5,<newline>*** TODO [#C30] (1.5) <capitalize>
time c10 hour 1.75,<newline>*** TODO [#C30] (1.75) <capitalize>
time c10 hour 2,<newline>*** TODO [#C30] (2) <capitalize>
time c10 hour 2.25,<newline>*** TODO [#C30] (2.25) <capitalize>
time c10 hour 2.5,<newline>*** TODO [#C30] (2.5) <capitalize>
time c10 hour 2.75,<newline>*** TODO [#C30] (2.75) <capitalize>
time c10 hour 3,<newline>*** TODO [#C30] (3) <capitalize>
time c10 hour 3.25,<newline>*** TODO [#C30] (3.25) <capitalize>
time c10 hour 3.5,<newline>*** TODO [#C30] (3.5) <capitalize>
time c10 hour 3.75,<newline>*** TODO [#C30] (3.75) <capitalize>
time c10 hour 4,<newline>*** TODO [#C30] (4) <capitalize>
time c10 hour 4.25,<newline>*** TODO [#C30] (4.25) <capitalize>
time c10 hour 4.5,<newline>*** TODO [#C30] (4.5) <capitalize>
time c10 hour 4.75,<newline>*** TODO [#C30] (4.75) <capitalize>
time c10 hour 5,<newline>*** TODO [#C30] (5) <capitalize>
limit A1 harp 1,<newline>*** TODO [#A1] (1) <capitalize>
limit A1 harp 2,<newline>*** TODO [#A1] (2) <capitalize>
limit A1 harp 3,<newline>*** TODO [#A1] (3) <capitalize>
limit A1 harp 4,<newline>*** TODO [#A1] (4) <capitalize>
limit A1 harp 5,<newline>*** TODO [#A1] (5) <capitalize>
limit A2 harp 1,<newline>*** TODO [#A2] (1) <capitalize>
limit A2 harp 2,<newline>*** TODO [#A2] (2) <capitalize>
limit A2 harp 3,<newline>*** TODO [#A2] (3) <capitalize>
limit A2 harp 4,<newline>*** TODO [#A2] (4) <capitalize>
limit a two heart four,<newline>*** TODO [#A2] (4) <capitalize>
limit A2 heart for,<newline>*** TODO [#A2] (4) <capitalize>
limit A2 harp 5,<newline>*** TODO [#A2] (5) <capitalize>
limit A3 harp 1,<newline>*** TODO [#A3] (1) <capitalize>
limit A3 harp 2,<newline>*** TODO [#A3] (2) <capitalize>
limit A3 harp 3,<newline>*** TODO [#A3] (3) <capitalize>
limit A3 harp 4,<newline>*** TODO [#A3] (4) <capitalize>
limit A3 harp 5,<newline>*** TODO [#A3] (5) <capitalize>
limit a three heart five,<newline>*** TODO [#A3] (5) <capitalize>
limit A4 harp 1,<newline>*** TODO [#A4] (1) <capitalize>
limit A4 harp 2,<newline>*** TODO [#A4] (2) <capitalize>
limit a four heart two,<newline>*** TODO [#A4] (2) <capitalize>
limit a42,<newline>*** TODO [#A4] (2) <capitalize>
limit A4 harp 3,<newline>*** TODO [#A4] (3) <capitalize>
Limit a four harp 3,<newline>*** TODO [#A4] (3) <capitalize>
limit A4 harp 4,<newline>*** TODO [#A4] (4) <capitalize>
Limit A4 heart for,<newline>*** TODO [#A4] (4) <capitalize>
Limit a five heart four,<newline>*** TODO [#A4] (4) <capitalize>
limit A4 harp 5,<newline>*** TODO [#A4] (5) <capitalize>
limit A5 harp 1,<newline>*** TODO [#A5] (1) <capitalize>
limit A5 harp 2,<newline>*** TODO [#A5] (2) <capitalize>
limit A5 harp 3,<newline>*** TODO [#A5] (3) <capitalize>
limit A5 harp 4,<newline>*** TODO [#A5] (4) <capitalize>
Limit A5 hard 4,<newline>*** TODO [#A5] (4) <capitalize>
limit A5 hardcore,<newline>*** TODO [#A5] (4) <capitalize>
limit A5 harp for,<newline>*** TODO [#A5] (4) <capitalize>
limit A5 harp 5,<newline>*** TODO [#A5] (5) <capitalize>
Limit a five heart five,<newline>*** TODO [#A5] (5) <capitalize>
limit A5 Hard 5,<newline>*** TODO [#A5] (5) <capitalize>
Limit A6 heart one,<newline>*** TODO [#A6] (1) <capitalize>
limit A6 harp 1,<newline>*** TODO [#A6] (1) <capitalize>
limit A6 harp 2,<newline>*** TODO [#A6] (2) <capitalize>
limit A6 harp 3,<newline>*** TODO [#A6] (3) <capitalize>
limit A6 harp 4,<newline>*** TODO [#A6] (4) <capitalize>
Lemon A6 heart 5,<newline>*** TODO [#A6] (5) <capitalize>
limit A6 harp 5,<newline>*** TODO [#A6] (5) <capitalize>
limit A7 harp 1,<newline>*** TODO [#A7] (1) <capitalize>
Lemonade 7 harp 1,<newline>*** TODO [#A7] (1) <capitalize>
lemonade 7 harp 1,<newline>*** TODO [#A7] (1) <capitalize>
limit A7 1,<newline>*** TODO [#A7] (1) <capitalize>
limit A7 harp 2,<newline>*** TODO [#A7] (2) <capitalize>
limit A7 harp 3,<newline>*** TODO [#A7] (3) <capitalize>
limit A7 harp 4,<newline>*** TODO [#A7] (4) <capitalize>
limit A7 harp 5,<newline>*** TODO [#A7] (5) <capitalize>
limit A8 harp 1,<newline>*** TODO [#A8] (1) <capitalize>
Limit Ace 8 harp 1,<newline>*** TODO [#A8] (1) <capitalize>
limit A8 harp 1,<newline>*** TODO [#A8] (1) <capitalize>
limit A8 heart one,<newline>*** TODO [#A8] (1) <capitalize>
limit A8 harp 2,<newline>*** TODO [#A8] (2) <capitalize>
limit A8 harp 3,<newline>*** TODO [#A8] (3) <capitalize>
limit A8 harp 4,<newline>*** TODO [#A8] (4) <capitalize>
Limit 8 for,<newline>*** TODO [#A8] (4) <capitalize>
limit A8 harp 5,<newline>*** TODO [#A8] (5) <capitalize>
limit A9 harp 1,<newline>*** TODO [#A9] (1) <capitalize>
limit A9 harp 2,<newline>*** TODO [#A9] (2) <capitalize>
Lemonade 9 heart 2,<newline>*** TODO [#A9] (2) <capitalize>
limit A9 harp 3,<newline>*** TODO [#A9] (3) <capitalize>
limit A9 harp 4,<newline>*** TODO [#A9] (4) <capitalize>
Lemonade 9 hard 4,<newline>*** TODO [#A9] (4) <capitalize>
Lemon A9 heart for,<newline>*** TODO [#A9] (4) <capitalize>
limit A9 harp 5,<newline>*** TODO [#A9] (5) <capitalize>
limit A10 harp 1,<newline>*** TODO [#A10] (1) <capitalize>
Limit a 10 harp 1,<newline>*** TODO [#A10] (1) <capitalize>
limit a 10 harp 1,<newline>*** TODO [#A10] (1) <capitalize>
limit a 10 harp one,<newline>*** TODO [#A10] (1) <capitalize>
limit a 10 heart one,<newline>*** TODO [#A10] (1) <capitalize>
limit A10 harp 2,<newline>*** TODO [#A10] (2) <capitalize>
limit A10 harp 3,<newline>*** TODO [#A10] (3) <capitalize>
Lemon A10 harp 3,<newline>*** TODO [#A10] (3) <capitalize>
Lemon A10 harp three,<newline>*** TODO [#A10] (3) <capitalize>
limit A10 harp 4,<newline>*** TODO [#A10] (4) <capitalize>
limit A10 harp 5,<newline>*** TODO [#A10] (5) <capitalize>
limit B1 harp 1,<newline>*** TODO [#B11] (1) <capitalize>
Limit B1 harp one,<newline>*** TODO [#B11] (1) <capitalize>
limit B1 harp 2,<newline>*** TODO [#B11] (2) <capitalize>
limit B1 harp 3,<newline>*** TODO [#B11] (3) <capitalize>
limit D1 harp 3,<newline>*** TODO [#B11] (3) <capitalize>
limit B1 harp 4,<newline>*** TODO [#B11] (4) <capitalize>
Will it be one heart four,<newline>*** TODO [#B11] (4) <capitalize>
limit B1 harp 5,<newline>*** TODO [#B11] (5) <capitalize>
Limit the one harp 5,<newline>*** TODO [#B11] (5) <capitalize>
limit V1 harp 5,<newline>*** TODO [#B11] (5) <capitalize>
limit D1 harp 5,<newline>*** TODO [#B11] (5) <capitalize>
limit B2 harp 1,<newline>*** TODO [#B12] (1) <capitalize>
Limit the two harp one,<newline>*** TODO [#B12] (1) <capitalize>
limit B2 harp 2,<newline>*** TODO [#B12] (2) <capitalize>
when it be too harp 2,<newline>*** TODO [#B12] (2) <capitalize>
limit B too hard too,<newline>*** TODO [#B12] (2) <capitalize>
limit the two heart two,<newline>*** TODO [#B12] (2) <capitalize>
let it be too hard too,<newline>*** TODO [#B12] (2) <capitalize>
let it be too harp 2,<newline>*** TODO [#B12] (2) <capitalize>
will it be too hard too,<newline>*** TODO [#B12] (2) <capitalize>
limit B2 harp 3,<newline>*** TODO [#B12] (3) <capitalize>
Limit B to harp 3,<newline>*** TODO [#B12] (3) <capitalize>
then it be two harp 3,<newline>*** TODO [#B12] (3) <capitalize>
limit B two harp 3,<newline>*** TODO [#B12] (3) <capitalize>
limit the two harp 3,<newline>*** TODO [#B12] (3) <capitalize>
limit B2 harp 4,<newline>*** TODO [#B12] (4) <capitalize>
Limit the two harp 4,<newline>*** TODO [#B12] (4) <capitalize>
limit B to Heart four,<newline>*** TODO [#B12] (4) <capitalize>
limit the two heart four,<newline>*** TODO [#B12] (4) <capitalize>
limit the two harp 4,<newline>*** TODO [#B12] (4) <capitalize>
limit B2 harp 5,<newline>*** TODO [#B12] (5) <capitalize>
Limit the two harp 5,<newline>*** TODO [#B12] (5) <capitalize>
limit B3 harp 1,<newline>*** TODO [#B13] (1) <capitalize>
Then it be two heart three,<newline>*** TODO [#B13] (1) <capitalize>
limit B3 harp 2,<newline>*** TODO [#B13] (2) <capitalize>
limit B3 harp 3,<newline>*** TODO [#B13] (3) <capitalize>
limit B3 harp 4,<newline>*** TODO [#B13] (4) <capitalize>
limit B3 harp 5,<newline>*** TODO [#B13] (5) <capitalize>
Limit D3 part 5,<newline>*** TODO [#B13] (5) <capitalize>
limit D3 Hard 5,<newline>*** TODO [#B13] (5) <capitalize>
limit D3 harp 5,<newline>*** TODO [#B13] (5) <capitalize>
limit B4 harp 1,<newline>*** TODO [#B14] (1) <capitalize>
None of the four part 1,<newline>*** TODO [#B14] (1) <capitalize>
limit before harp 1,<newline>*** TODO [#B14] (1) <capitalize>
limit B4 harp 2,<newline>*** TODO [#B14] (2) <capitalize>
Then it B4 part 2,<newline>*** TODO [#B14] (2) <capitalize>
limit B4 harp 3,<newline>*** TODO [#B14] (3) <capitalize>
limit B4 harp 4,<newline>*** TODO [#B14] (4) <capitalize>
limit B4 harp 5,<newline>*** TODO [#B14] (5) <capitalize>
limit B5 harp 1,<newline>*** TODO [#B15] (1) <capitalize>
limit B5 harp 2,<newline>*** TODO [#B15] (2) <capitalize>
limit B5 harp 3,<newline>*** TODO [#B15] (3) <capitalize>
Then at B5 part 3,<newline>*** TODO [#B15] (3) <capitalize>
limit B5 harp 4,<newline>*** TODO [#B15] (4) <capitalize>
Then at E5 hard 4,<newline>*** TODO [#B15] (4) <capitalize>
let it be five part four,<newline>*** TODO [#B15] (4) <capitalize>
limit D5 part 4,<newline>*** TODO [#B15] (4) <capitalize>
limit B5 harp 5,<newline>*** TODO [#B15] (5) <capitalize>
Limit B5 Hard 5,<newline>*** TODO [#B15] (5) <capitalize>
and it B5 Hard 5,<newline>*** TODO [#B15] (5) <capitalize>
limit B6 harp 1,<newline>*** TODO [#B16] (1) <capitalize>
Then it D6 harp 2,<newline>*** TODO [#B16] (1) <capitalize>
limit V6 harp 2,<newline>*** TODO [#B16] (1) <capitalize>
limit e62,<newline>*** TODO [#B16] (1) <capitalize>
limit B6 harp 2,<newline>*** TODO [#B16] (2) <capitalize>
limit B6 harp 3,<newline>*** TODO [#B16] (3) <capitalize>
limit B6 harp 4,<newline>*** TODO [#B16] (4) <capitalize>
limit B6 harp 5,<newline>*** TODO [#B16] (5) <capitalize>
Limit B6 Hard 5,<newline>*** TODO [#B16] (5) <capitalize>
then at B6 harp 5,<newline>*** TODO [#B16] (5) <capitalize>
limit B6 Hard 5,<newline>*** TODO [#B16] (5) <capitalize>
limit B7 harp 1,<newline>*** TODO [#B17] (1) <capitalize>
Limit B 7 harp 1,<newline>*** TODO [#B17] (1) <capitalize>
limit B7 harp 2,<newline>*** TODO [#B17] (2) <capitalize>
limit B7 harp 3,<newline>*** TODO [#B17] (3) <capitalize>
limit B7 harp 4,<newline>*** TODO [#B17] (4) <capitalize>
limit B7 harp 5,<newline>*** TODO [#B17] (5) <capitalize>
Going to be 7 harp 5,<newline>*** TODO [#B17] (5) <capitalize>
limit B8 harp 1,<newline>*** TODO [#B18] (1) <capitalize>
Let it B8 harp 1,<newline>*** TODO [#B18] (1) <capitalize>
limit V8 harp 1,<newline>*** TODO [#B18] (1) <capitalize>
will it be eight heart one,<newline>*** TODO [#B18] (1) <capitalize>
limit B8 harp 2,<newline>*** TODO [#B18] (2) <capitalize>
Let it be a harp 2,<newline>*** TODO [#B18] (2) <capitalize>
then it d8 part 2,<newline>*** TODO [#B18] (2) <capitalize>
limit B8 harp 3,<newline>*** TODO [#B18] (3) <capitalize>
limit B8 harp 4,<newline>*** TODO [#B18] (4) <capitalize>
Limit d8 harp 4,<newline>*** TODO [#B18] (4) <capitalize>
then that b8r4,<newline>*** TODO [#B18] (4) <capitalize>
limit B8 harp 5,<newline>*** TODO [#B18] (5) <capitalize>
limit B9 harp 1,<newline>*** TODO [#B19] (1) <capitalize>
limit B9 harp 2,<newline>*** TODO [#B19] (2) <capitalize>
limit B9 harp 3,<newline>*** TODO [#B19] (3) <capitalize>
limit B9 harp 4,<newline>*** TODO [#B19] (4) <capitalize>
limit B9 harp 5,<newline>*** TODO [#B19] (5) <capitalize>
limit B10 harp 1,<newline>*** TODO [#B20] (1) <capitalize>
limit B10 harp 2,<newline>*** TODO [#B20] (2) <capitalize>
limit B10 harp 3,<newline>*** TODO [#B20] (3) <capitalize>
limit B10 harp 4,<newline>*** TODO [#B20] (4) <capitalize>
Limit B10 hard for,<newline>*** TODO [#B20] (4) <capitalize>
limit B10 hard four,<newline>*** TODO [#B20] (4) <capitalize>
limit B10 hard 4,<newline>*** TODO [#B20] (4) <capitalize>
limit B10 harp 5,<newline>*** TODO [#B20] (5) <capitalize>
Limit the 10 harp 5,<newline>*** TODO [#B20] (5) <capitalize>
limit C1 harp 1,<newline>*** TODO [#C21] (1) <capitalize>
limit C1 harp 2,<newline>*** TODO [#C21] (2) <capitalize>
Then at C1 harp 2,<newline>*** TODO [#C21] (2) <capitalize>
limit C1 harp 3,<newline>*** TODO [#C21] (3) <capitalize>
limit C1 harp 4,<newline>*** TODO [#C21] (4) <capitalize>
limit C1 harp 5,<newline>*** TODO [#C21] (5) <capitalize>
limit C2 harp 1,<newline>*** TODO [#C22] (1) <capitalize>
limit C2 harp 2,<newline>*** TODO [#C22] (2) <capitalize>
limit C2 harp 3,<newline>*** TODO [#C22] (3) <capitalize>
limit C2 harp 4,<newline>*** TODO [#C22] (4) <capitalize>
limit C2 harp 5,<newline>*** TODO [#C22] (5) <capitalize>
limit C3 harp 1,<newline>*** TODO [#C23] (1) <capitalize>
Limit c3harp 1,<newline>*** TODO [#C23] (1) <capitalize>
limit C3 harp 2,<newline>*** TODO [#C23] (2) <capitalize>
limit C3 harp 3,<newline>*** TODO [#C23] (3) <capitalize>
limit C3 harp 4,<newline>*** TODO [#C23] (4) <capitalize>
limit C3 harp 5,<newline>*** TODO [#C23] (5) <capitalize>
limit C4 harp 1,<newline>*** TODO [#C24] (1) <capitalize>
limit C4 harp 2,<newline>*** TODO [#C24] (2) <capitalize>
limit C4 harp 3,<newline>*** TODO [#C24] (3) <capitalize>
limit C4 harp 4,<newline>*** TODO [#C24] (4) <capitalize>
limit C4 harp 5,<newline>*** TODO [#C24] (5) <capitalize>
limit C5 harp 1,<newline>*** TODO [#C25] (1) <capitalize>
limit C5 harp 2,<newline>*** TODO [#C25] (2) <capitalize>
limit C5 harp 3,<newline>*** TODO [#C25] (3) <capitalize>
limit C5 harp 4,<newline>*** TODO [#C25] (4) <capitalize>
limit C5 harp 5,<newline>*** TODO [#C25] (5) <capitalize>
limit C6 harp 1,<newline>*** TODO [#C26] (1) <capitalize>
limit C6 harp 2,<newline>*** TODO [#C26] (2) <capitalize>
limit C6 harp 3,<newline>*** TODO [#C26] (3) <capitalize>
limit C6 harp 4,<newline>*** TODO [#C26] (4) <capitalize>
limit C6 harp 5,<newline>*** TODO [#C26] (5) <capitalize>
limit C7 harp 1,<newline>*** TODO [#C27] (1) <capitalize>
limit C7 harp 2,<newline>*** TODO [#C27] (2) <capitalize>
limit C7 harp 3,<newline>*** TODO [#C27] (3) <capitalize>
limit C7 harp 4,<newline>*** TODO [#C27] (4) <capitalize>
limit C7 harp 5,<newline>*** TODO [#C27] (5) <capitalize>
limit C8 harp 1,<newline>*** TODO [#C28] (1) <capitalize>
limit C8 harp 2,<newline>*** TODO [#C28] (2) <capitalize>
limit C8 harp 3,<newline>*** TODO [#C28] (3) <capitalize>
limit C8 harp 4,<newline>*** TODO [#C28] (4) <capitalize>
limit C8 harp 5,<newline>*** TODO [#C28] (5) <capitalize>
limit C9 harp 1,<newline>*** TODO [#C29] (1) <capitalize>
limit C9 harp 2,<newline>*** TODO [#C29] (2) <capitalize>
limit C9 harp 3,<newline>*** TODO [#C29] (3) <capitalize>
limit C9 harp 4,<newline>*** TODO [#C29] (4) <capitalize>
limit C9 harp 5,<newline>*** TODO [#C29] (5) <capitalize>
limit C10 harp 1,<newline>*** TODO [#C30] (1) <capitalize>
limit C10 harp 2,<newline>*** TODO [#C30] (2) <capitalize>
limit C10 harp 3,<newline>*** TODO [#C30] (3) <capitalize>
limit C10 harp 4,<newline>*** TODO [#C30] (4) <capitalize>
limit C10 harp 5,<newline>*** TODO [#C30] (5) <capitalize>
Limit A1 heart 1,<newline>*** TODO [#A1] (1) <capitalize>
Limit A1 heart 2,<newline>*** TODO [#A1] (2) <capitalize>
Limit A1 heart 3,<newline>*** TODO [#A1] (3) <capitalize>
Limit A1 heart 4,<newline>*** TODO [#A1] (4) <capitalize>
Limit A1 heart 5,<newline>*** TODO [#A1] (5) <capitalize>
Limit A2 heart 1,<newline>*** TODO [#A2] (1) <capitalize>
Limit A2 heart 2,<newline>*** TODO [#A2] (2) <capitalize>
Limit A2 heart 3,<newline>*** TODO [#A2] (3) <capitalize>
Limit A2 heart 4,<newline>*** TODO [#A2] (4) <capitalize>
Limit A2 heart 5,<newline>*** TODO [#A2] (5) <capitalize>
Limit A3 heart 1,<newline>*** TODO [#A3] (1) <capitalize>
Limit A3 heart 2,<newline>*** TODO [#A3] (2) <capitalize>
Limit A3 heart 3,<newline>*** TODO [#A3] (3) <capitalize>
Limit A3 heart 4,<newline>*** TODO [#A3] (4) <capitalize>
Limit A3 heart 5,<newline>*** TODO [#A3] (5) <capitalize>
Limit A4 heart 1,<newline>*** TODO [#A4] (1) <capitalize>
Limit A4 heart 2,<newline>*** TODO [#A4] (2) <capitalize>
Limit A4 heart 3,<newline>*** TODO [#A4] (3) <capitalize>
Limit A4 heart 4,<newline>*** TODO [#A4] (4) <capitalize>
Limit A4 heart 5,<newline>*** TODO [#A4] (5) <capitalize>
Limit A5 heart 1,<newline>*** TODO [#A5] (1) <capitalize>
Limit A5 heart 2,<newline>*** TODO [#A5] (2) <capitalize>
Limit A5 heart 3,<newline>*** TODO [#A5] (3) <capitalize>
Limit A5 heart 4,<newline>*** TODO [#A5] (4) <capitalize>
Limit A5 heart 5,<newline>*** TODO [#A5] (5) <capitalize>
Limit A6 heart 1,<newline>*** TODO [#A6] (1) <capitalize>
Limit A6 heart 2,<newline>*** TODO [#A6] (2) <capitalize>
Limit A6 heart 3,<newline>*** TODO [#A6] (3) <capitalize>
Limit A6 heart 4,<newline>*** TODO [#A6] (4) <capitalize>
Limit A6 heart 5,<newline>*** TODO [#A6] (5) <capitalize>
Limit A7 heart 1,<newline>*** TODO [#A7] (1) <capitalize>
Limit A7 heart 2,<newline>*** TODO [#A7] (2) <capitalize>
Limit A7 heart 3,<newline>*** TODO [#A7] (3) <capitalize>
Limit A7 heart 4,<newline>*** TODO [#A7] (4) <capitalize>
Limit A7 heart 5,<newline>*** TODO [#A7] (5) <capitalize>
Limit A8 heart 1,<newline>*** TODO [#A8] (1) <capitalize>
Limit A8 heart 2,<newline>*** TODO [#A8] (2) <capitalize>
Limit A8 heart 3,<newline>*** TODO [#A8] (3) <capitalize>
Limit A8 heart 4,<newline>*** TODO [#A8] (4) <capitalize>
Limit A8 heart 5,<newline>*** TODO [#A8] (5) <capitalize>
Limit A9 heart 1,<newline>*** TODO [#A9] (1) <capitalize>
Limit A9 heart 2,<newline>*** TODO [#A9] (2) <capitalize>
Limit A9 heart 3,<newline>*** TODO [#A9] (3) <capitalize>
Limit A9 heart 4,<newline>*** TODO [#A9] (4) <capitalize>
Limit A9 heart 5,<newline>*** TODO [#A9] (5) <capitalize>
Limit A10 heart 1,<newline>*** TODO [#A10] (1) <capitalize>
Limit A10 heart 2,<newline>*** TODO [#A10] (2) <capitalize>
Limit A10 heart 3,<newline>*** TODO [#A10] (3) <capitalize>
Limit A10 heart 4,<newline>*** TODO [#A10] (4) <capitalize>
Limit A10 heart 5,<newline>*** TODO [#A10] (5) <capitalize>
Limit B1 heart 1,<newline>*** TODO [#B11] (1) <capitalize>
Limit B1 heart 2,<newline>*** TODO [#B11] (2) <capitalize>
Limit B1 heart 3,<newline>*** TODO [#B11] (3) <capitalize>
Limit B1 heart 4,<newline>*** TODO [#B11] (4) <capitalize>
Limit B1 heart 5,<newline>*** TODO [#B11] (5) <capitalize>
Limit B2 heart 1,<newline>*** TODO [#B12] (1) <capitalize>
Limit B2 heart 2,<newline>*** TODO [#B12] (2) <capitalize>
Limit B2 heart 3,<newline>*** TODO [#B12] (3) <capitalize>
Limit B2 heart 4,<newline>*** TODO [#B12] (4) <capitalize>
Limit B2 heart 5,<newline>*** TODO [#B12] (5) <capitalize>
Limit B3 heart 1,<newline>*** TODO [#B13] (1) <capitalize>
Limit B3 heart 2,<newline>*** TODO [#B13] (2) <capitalize>
Limit B3 heart 3,<newline>*** TODO [#B13] (3) <capitalize>
Limit B3 heart 4,<newline>*** TODO [#B13] (4) <capitalize>
Limit B3 heart 5,<newline>*** TODO [#B13] (5) <capitalize>
Limit B4 heart 1,<newline>*** TODO [#B14] (1) <capitalize>
Limit B4 heart 2,<newline>*** TODO [#B14] (2) <capitalize>
Limit B4 heart 3,<newline>*** TODO [#B14] (3) <capitalize>
Limit B4 heart 4,<newline>*** TODO [#B14] (4) <capitalize>
Limit B4 heart 5,<newline>*** TODO [#B14] (5) <capitalize>
Limit B5 heart 1,<newline>*** TODO [#B15] (1) <capitalize>
Limit B5 heart 2,<newline>*** TODO [#B15] (2) <capitalize>
Limit B5 heart 3,<newline>*** TODO [#B15] (3) <capitalize>
Limit B5 heart 4,<newline>*** TODO [#B15] (4) <capitalize>
Limit B5 heart 5,<newline>*** TODO [#B15] (5) <capitalize>
Limit B6 heart 1,<newline>*** TODO [#B16] (1) <capitalize>
Limit B6 heart 2,<newline>*** TODO [#B16] (2) <capitalize>
Limit B6 heart 3,<newline>*** TODO [#B16] (3) <capitalize>
Limit B6 heart 4,<newline>*** TODO [#B16] (4) <capitalize>
Limit B6 heart 5,<newline>*** TODO [#B16] (5) <capitalize>
Limit B7 heart 1,<newline>*** TODO [#B17] (1) <capitalize>
Limit B7 heart 2,<newline>*** TODO [#B17] (2) <capitalize>
Limit B7 heart 3,<newline>*** TODO [#B17] (3) <capitalize>
Limit B7 heart 4,<newline>*** TODO [#B17] (4) <capitalize>
Limit B7 heart 5,<newline>*** TODO [#B17] (5) <capitalize>
Limit B8 heart 1,<newline>*** TODO [#B18] (1) <capitalize>
Limit B8 heart 2,<newline>*** TODO [#B18] (2) <capitalize>
Limit B8 heart 3,<newline>*** TODO [#B18] (3) <capitalize>
Limit B8 heart 4,<newline>*** TODO [#B18] (4) <capitalize>
Limit B8 heart 5,<newline>*** TODO [#B18] (5) <capitalize>
Limit B9 heart 1,<newline>*** TODO [#B19] (1) <capitalize>
Limit B9 heart 2,<newline>*** TODO [#B19] (2) <capitalize>
Limit B9 heart 3,<newline>*** TODO [#B19] (3) <capitalize>
Limit B9 heart 4,<newline>*** TODO [#B19] (4) <capitalize>
Limit B9 heart 5,<newline>*** TODO [#B19] (5) <capitalize>
Limit B10 heart 1,<newline>*** TODO [#B20] (1) <capitalize>
Limit B10 heart 2,<newline>*** TODO [#B20] (2) <capitalize>
Limit B10 heart 3,<newline>*** TODO [#B20] (3) <capitalize>
Limit B10 heart 4,<newline>*** TODO [#B20] (4) <capitalize>
Limit B10 heart 5,<newline>*** TODO [#B20] (5) <capitalize>
Limit C1 heart 1,<newline>*** TODO [#C21] (1) <capitalize>
Limit C1 heart 2,<newline>*** TODO [#C21] (2) <capitalize>
Limit C1 heart 3,<newline>*** TODO [#C21] (3) <capitalize>
Limit C1 heart 4,<newline>*** TODO [#C21] (4) <capitalize>
Limit C1 heart 5,<newline>*** TODO [#C21] (5) <capitalize>
Limit C2 heart 1,<newline>*** TODO [#C22] (1) <capitalize>
Limit C2 heart 2,<newline>*** TODO [#C22] (2) <capitalize>
Limit C2 heart 3,<newline>*** TODO [#C22] (3) <capitalize>
Limit C2 heart 4,<newline>*** TODO [#C22] (4) <capitalize>
Limit C2 heart 5,<newline>*** TODO [#C22] (5) <capitalize>
Limit C3 heart 1,<newline>*** TODO [#C23] (1) <capitalize>
Limit C3 heart 2,<newline>*** TODO [#C23] (2) <capitalize>
Limit C3 heart 3,<newline>*** TODO [#C23] (3) <capitalize>
Limit C3 heart 4,<newline>*** TODO [#C23] (4) <capitalize>
Limit C3 heart 5,<newline>*** TODO [#C23] (5) <capitalize>
Limit C4 heart 1,<newline>*** TODO [#C24] (1) <capitalize>
Limit C4 heart 2,<newline>*** TODO [#C24] (2) <capitalize>
Limit C4 heart 3,<newline>*** TODO [#C24] (3) <capitalize>
Limit C4 heart 4,<newline>*** TODO [#C24] (4) <capitalize>
Limit C4 heart 5,<newline>*** TODO [#C24] (5) <capitalize>
Limit C5 heart 1,<newline>*** TODO [#C25] (1) <capitalize>
Limit C5 heart 2,<newline>*** TODO [#C25] (2) <capitalize>
Limit C5 heart 3,<newline>*** TODO [#C25] (3) <capitalize>
Limit C5 heart 4,<newline>*** TODO [#C25] (4) <capitalize>
Limit C5 heart 5,<newline>*** TODO [#C25] (5) <capitalize>
Limit C6 heart 1,<newline>*** TODO [#C26] (1) <capitalize>
Limit C6 heart 2,<newline>*** TODO [#C26] (2) <capitalize>
Limit C6 heart 3,<newline>*** TODO [#C26] (3) <capitalize>
Limit C6 heart 4,<newline>*** TODO [#C26] (4) <capitalize>
Limit C6 heart 5,<newline>*** TODO [#C26] (5) <capitalize>
Limit C7 heart 1,<newline>*** TODO [#C27] (1) <capitalize>
Limit C7 heart 2,<newline>*** TODO [#C27] (2) <capitalize>
Limit C7 heart 3,<newline>*** TODO [#C27] (3) <capitalize>
Limit C7 heart 4,<newline>*** TODO [#C27] (4) <capitalize>
Limit C7 heart 5,<newline>*** TODO [#C27] (5) <capitalize>
Limit C8 heart 1,<newline>*** TODO [#C28] (1) <capitalize>
Limit C8 heart 2,<newline>*** TODO [#C28] (2) <capitalize>
